Name, TotalOccurances, AlwaysUsed 
com.floreantpos.swing.PosButton : setAction,110,TRUE
com.floreantpos.model.base.BaseTicketItem : getDiscounts,109,TRUE
com.floreantpos.IconFactory : getIcon,108,TRUE
com.floreantpos.model.Ticket : getTicketItems,108,TRUE
com.floreantpos.model.base.BaseTicket : getTicketItems,108,TRUE
com.floreantpos.model.base.BaseTicketItem : isFractionalUnit,101,TRUE
com.floreantpos.model.base.BaseMenuCategory : getId,95,TRUE
com.floreantpos.model.base.BaseTicketItem : getCookingInstructions,94,TRUE
com.floreantpos.model.base.BaseMenuItem : getId,94,TRUE
com.floreantpos.model.base.BaseTicketItem : getTicket,90,TRUE
com.floreantpos.model.base.BaseTicketItem : getItemCount,90,TRUE
com.floreantpos.swing.BeanTableModel : getRowCount,89,TRUE
com.floreantpos.model.base.BaseTicketItem : getSubtotalAmountWithoutModifiers,87,TRUE
com.floreantpos.model.base.BaseTicketItem : isPrintedToKitchen,87,TRUE
com.floreantpos.model.base.BaseUser : getType,81,TRUE
com.floreantpos.model.base.BaseTicketItem : getSubtotalAmount,81,TRUE
com.floreantpos.model.dao._BaseRootDAO : createNewSession,78,TRUE
com.floreantpos.model.base.BaseTicketItem : getItemId,76,TRUE
com.floreantpos.model.base.BaseMenuGroup : setParent,73,TRUE
com.floreantpos.model.base.BaseMenuGroup : initialize,73,TRUE
com.floreantpos.model.base.BaseTicket : isTaxExempt,72,TRUE
com.floreantpos.model.base.BaseMenuGroup : setSortOrder,71,TRUE
com.floreantpos.model.base.BaseMenuGroup : setTextColorCode,71,TRUE
com.floreantpos.model.base.BaseMenuGroup : setName,71,TRUE
com.floreantpos.model.base.BaseMenuGroup : setButtonColorCode,71,TRUE
com.floreantpos.model.base.BaseMenuGroup : setTranslatedName,71,TRUE
com.floreantpos.model.base.BaseMenuGroup : setVisible,71,TRUE
com.floreantpos.model.base.BaseMenuGroup : setDiscounts,71,TRUE
com.floreantpos.model.base.BaseMenuGroup : setId,71,TRUE
com.floreantpos.ui.ticket.TicketViewerTable : getSelected,70,TRUE
com.floreantpos.model.dao._BaseRootDAO : get,70,TRUE
com.floreantpos.main.Application : getPosWindow,68,TRUE
com.floreantpos.ui.PosTableRenderer : setValue,67,TRUE
com.floreantpos.ui.PosTableRenderer : getTableCellRendererComponent,67,TRUE
com.floreantpos.ui.TicketListView$TicketListTableModel : getValueAt,67,TRUE
com.floreantpos.model.base.BaseTicketItem : getTaxAmount,66,TRUE
com.floreantpos.model.base.BaseTicketItem : getTaxRate,66,TRUE
com.floreantpos.model.TicketItem : getTaxAmount,66,TRUE
com.floreantpos.model.base.BaseTicketItem : getUnitPrice,66,TRUE
com.floreantpos.model.Ticket : fixInvalidAmount,65,TRUE
com.floreantpos.model.dao.BasePrinterGroupDAO : findAll,64,TRUE
com.floreantpos.model.base.BaseTicketItem : getPrinterGroup,64,TRUE
com.floreantpos.util.DiscountUtil : getMaxDiscount,62,TRUE
com.floreantpos.model.base.BaseMenuCategory : getTextColorCode,60,TRUE
com.floreantpos.model.base.BaseMenuCategory : getButtonColorCode,60,TRUE
com.floreantpos.util.NumberUtil : formatNumber,58,TRUE
com.floreantpos.model.base.BaseTicketItem : isTreatAsSeat,58,TRUE
com.floreantpos.model.base.BaseMenuCategory : initialize,57,TRUE
com.floreantpos.model.base.BaseMenuCategory : setTranslatedName,55,TRUE
com.floreantpos.model.base.BaseMenuCategory : setName,55,TRUE
com.floreantpos.model.base.BaseMenuCategory : setSortOrder,55,TRUE
com.floreantpos.model.base.BaseMenuCategory : setBeverage,55,TRUE
com.floreantpos.model.base.BaseMenuCategory : setVisible,55,TRUE
com.floreantpos.model.base.BaseMenuCategory : setMenuGroups,55,TRUE
com.floreantpos.model.base.BaseMenuCategory : setTextColorCode,55,TRUE
com.floreantpos.model.base.BaseMenuCategory : setButtonColorCode,55,TRUE
com.floreantpos.model.base.BaseMenuCategory : setId,55,TRUE
com.floreantpos.model.base.BaseMenuCategory : setDiscounts,55,TRUE
com.floreantpos.model.base.BaseUserType : getPermissions,53,TRUE
com.floreantpos.model.base.BaseOrderType : getId,53,TRUE
com.floreantpos.ui.ticket.MultiLineTableCellRenderer$MyEditorKit : getViewFactory,52,TRUE
com.floreantpos.model.base.BaseOrderType : getName,51,TRUE
com.floreantpos.ui.ticket.TicketItemRowCreator : calculateTicketRows,51,TRUE
com.floreantpos.model.base.BaseMenuItem : setDescription,50,TRUE
com.floreantpos.model.base.BaseTicket : getProperties,50,TRUE
com.floreantpos.model.base.BaseMenuItem : setTerminals,50,TRUE
com.floreantpos.model.base.BaseMenuItem : setName,50,TRUE
com.floreantpos.model.base.BaseMenuItem : setImageData,50,TRUE
com.floreantpos.model.base.BaseMenuItem : setOrderTypeList,50,TRUE
com.floreantpos.model.base.BaseMenuItem : setProperties,50,TRUE
com.floreantpos.model.base.BaseMenuItem : setStockAmount,50,TRUE
com.floreantpos.model.base.BaseMenuItem : setPrice,50,TRUE
com.floreantpos.model.base.BaseMenuItem : setUnitName,50,TRUE
com.floreantpos.model.base.BaseMenuItem : setPizzaType,50,TRUE
com.floreantpos.model.base.BaseMenuItem : setMenuItemModiferGroups,50,TRUE
com.floreantpos.model.base.BaseMenuItem : setShowImageOnly,50,TRUE
com.floreantpos.model.base.BaseMenuItem : setBarcode,50,TRUE
com.floreantpos.model.base.BaseMenuItem : setDiscountRate,50,TRUE
com.floreantpos.model.base.BaseMenuItem : setVisible,50,TRUE
com.floreantpos.model.base.BaseMenuItem : setRecepie,50,TRUE
com.floreantpos.model.base.BaseMenuItem : setDefaultSellPortion,50,TRUE
com.floreantpos.model.base.BaseMenuItem : setTranslatedName,50,TRUE
com.floreantpos.swing.POSToggleButton : getUIClassID,50,TRUE
com.floreantpos.model.base.BaseMenuItem : setButtonColorCode,50,TRUE
com.floreantpos.model.base.BaseMenuItem : setShifts,50,TRUE
com.floreantpos.model.base.BaseMenuItem : setBuyPrice,50,TRUE
com.floreantpos.model.base.BaseMenuItem : setDisableWhenStockAmountIsZero,50,TRUE
com.floreantpos.model.base.BaseMenuItem : setTax,50,TRUE
com.floreantpos.model.base.BaseMenuItem : setPrinterGroup,50,TRUE
com.floreantpos.model.base.BaseMenuItem : setSortOrder,50,TRUE
com.floreantpos.model.base.BaseMenuItem : setTextColorCode,50,TRUE
com.floreantpos.model.base.BaseMenuItem : setPizzaPriceList,50,TRUE
com.floreantpos.ui.views.order.OrderView : getInstance,50,TRUE
com.floreantpos.model.base.BaseMenuItem : setFractionalUnit,50,TRUE
com.floreantpos.model.base.BaseMenuItem : setParent,50,TRUE
com.floreantpos.swing.POSToggleButtonUI : createUI,50,TRUE
com.floreantpos.ui.views.order.SelectionView : getButtonCount,50,TRUE
com.floreantpos.model.base.BaseMenuItem : setDiscounts,50,TRUE
com.floreantpos.ui.ticket.TicketViewerTableCellRenderer : getTableCellRendererComponent,48,TRUE
com.floreantpos.model.base.BaseMenuItem : getName,48,TRUE
com.floreantpos.ui.ticket.TicketViewerTable : getCellRenderer,48,TRUE
com.floreantpos.model.base.BaseMenuItem : isDisableWhenStockAmountIsZero,48,TRUE
com.floreantpos.ui.ticket.TicketViewerTableModel : getValueAt,48,TRUE
com.floreantpos.model.base.BaseMenuItem : getMenuItemModiferGroups,47,TRUE
com.floreantpos.ui.views.order.TicketView : access$800,45,TRUE
com.floreantpos.model.base.BaseMenuItem : initialize,45,TRUE
com.floreantpos.model.base.BaseTicketItem : getTaxAmountWithoutModifiers,45,TRUE
com.floreantpos.ui.views.order.OrderView$1 : valueChanged,45,TRUE
com.floreantpos.ui.views.order.RootView : getInstance,45,TRUE
com.floreantpos.ui.views.order.TicketView$TicketItemSelectionListener : valueChanged,45,TRUE
com.floreantpos.model.base.BaseMenuItem : getButtonColorCode,44,TRUE
com.floreantpos.model.base.BaseMenuItem : getImageData,44,TRUE
com.floreantpos.config.TerminalConfig : isUseTranslatedName,44,TRUE
com.floreantpos.model.base.BaseMenuItem : getTextColorCode,44,TRUE
com.floreantpos.model.base.BaseMenuItem : getParent,43,TRUE
com.floreantpos.model.base.BaseMenuItem : setId,43,TRUE
com.floreantpos.main.Application : getRestaurant,43,TRUE
com.floreantpos.model.base.BaseTicket : getId,42,TRUE
com.floreantpos.model.base.BaseTicketItem : setTotalAmount,42,TRUE
com.floreantpos.model.TicketItem : calculateSubtotal,42,TRUE
com.floreantpos.model.base.BaseTicketItem : getName,42,TRUE
com.floreantpos.model.base.BaseTicketItem : setTotalAmountWithoutModifiers,42,TRUE
com.floreantpos.model.base.BaseTicketItem : setDiscountAmount,42,TRUE
com.floreantpos.model.base.BaseTicketItem : setTaxAmount,42,TRUE
com.floreantpos.model.TicketItem : calculateTotal,42,TRUE
com.floreantpos.util.GlobalIdGenerator : generate,42,TRUE
com.floreantpos.model.base.BaseTicketItem : setSubtotalAmount,42,TRUE
com.floreantpos.ui.TicketListView : access$500,42,TRUE
com.floreantpos.model.TicketItem : calculateTax,42,TRUE
com.floreantpos.model.base.BaseTicketItem : setSubtotalAmountWithoutModifiers,42,TRUE
com.floreantpos.model.base.BaseTicketItem : setTaxAmountWithoutModifiers,42,TRUE
com.floreantpos.model.base.BasePosTransaction : setGlobalId,41,TRUE
com.floreantpos.model.base.BaseTicketItem : getId,41,TRUE
com.floreantpos.model.base.BaseTicket : getDiscounts,41,TRUE
com.floreantpos.model.base.BaseTicketItem : isHasModifiers,41,TRUE
com.floreantpos.config.TerminalConfig : getOrderTypeFilter,40,TRUE
com.floreantpos.model.PosTransaction : initialize,40,TRUE
com.floreantpos.ui.views.order.SelectionView : getButtonSize,40,TRUE
com.floreantpos.swing.PosUIManager : getDefaultFontSize,40,TRUE
com.floreantpos.model.base.BaseTerminal : getId,39,TRUE
com.floreantpos.model.base.BaseDataUpdateInfo : getId,38,TRUE
com.floreantpos.model.base.BaseTax : initialize,37,TRUE
com.floreantpos.model.base.BaseMenuItem : getProperties,37,TRUE
com.floreantpos.model.base.BaseMenuItem : getRecepie,37,TRUE
com.floreantpos.model.Ticket : getOrderType,36,TRUE
com.floreantpos.model.base.BaseTicketItem : isInventoryHandled,36,TRUE
com.floreantpos.config.TerminalConfig : getPaymentStatusFilter,36,TRUE
com.floreantpos.model.dao.MenuGroupDAO : hasChildren,36,TRUE
com.floreantpos.model.PaymentStatusFilter : fromString,36,TRUE
com.floreantpos.model.base.BaseTax : setRate,35,TRUE
com.floreantpos.model.base.BaseUser : getAutoId,35,TRUE
com.floreantpos.model.base.BaseTax : setName,35,TRUE
com.floreantpos.model.base.BaseDataUpdateInfo : getLastUpdateTime,35,TRUE
com.floreantpos.model.base.BaseTax : setId,35,TRUE
com.floreantpos.model.base.BaseMenuCategory : getName,34,TRUE
com.floreantpos.model.base.BaseRestaurant : isItemPriceIncludesTax,34,TRUE
com.floreantpos.ui.views.CookingInstructionSelectionView$CookingInstructionTableModel : getRowCount,34,TRUE
com.floreantpos.model.MenuCategory : getDisplayName,34,TRUE
com.floreantpos.main.Application : isPriceIncludesTax,33,TRUE
com.floreantpos.util.POSUtil : getBoolean,33,TRUE
com.floreantpos.model.base.BaseDataUpdateInfo : setLastUpdateTime,33,TRUE
com.floreantpos.model.TicketItem : setTableRowNum,32,TRUE
com.floreantpos.ui.ticket.TicketItemRowCreator : includeAddOns,32,TRUE
com.floreantpos.ui.ticket.TicketViewerTableCellRenderer : setValue,32,TRUE
com.floreantpos.ui.ticket.TicketItemRowCreator : includeModifiers,32,TRUE
com.floreantpos.ui.ticket.TicketItemRowCreator : includeCookintInstructions,32,TRUE
com.floreantpos.model.TicketItem : getPrinterGroup,32,TRUE
com.floreantpos.model.dao.BasePrinterGroupDAO : getDefaultOrder,32,TRUE
com.floreantpos.model.base.BaseTicketItem : isShouldPrintToKitchen,32,TRUE
com.floreantpos.model.dao.BasePrinterGroupDAO : getReferenceClass,32,TRUE
com.floreantpos.model.base.BaseMenuItem : getShifts,32,TRUE
com.floreantpos.ui.ticket.TicketItemRowCreator : includeDiscounts,32,TRUE
com.floreantpos.ui.ticket.MultiLineTableCellRenderer$CenteredBoxView : layoutMajorAxis,32,TRUE
com.floreantpos.model.dao.BasePrinterGroupDAO : getInstance,32,TRUE
com.floreantpos.model.dao.BaseDataUpdateInfoDAO : getInstance,31,TRUE
com.floreantpos.ui.views.order.MenuItemView : access$100,30,TRUE
com.floreantpos.ui.views.order.MenuItemView : filterByStockAmount,30,TRUE
com.floreantpos.model.MenuItem : getTextColor,30,TRUE
com.floreantpos.model.dao._BaseRootDAO : refresh,30,TRUE
com.floreantpos.model.MenuItem : getImage,30,TRUE
com.floreantpos.swing.BeanTableModel$BeanColumn : access$000,30,TRUE
com.floreantpos.ui.views.order.SelectionView : setInitialized,30,TRUE
com.floreantpos.model.MenuItem : getButtonColor,30,TRUE
com.floreantpos.model.dao._RootDAO : refresh,30,TRUE
com.floreantpos.ui.views.order.MenuItemView : access$000,30,TRUE
com.floreantpos.model.MenuCategory : getTextColor,30,TRUE
com.floreantpos.model.MenuCategory : getButtonColor,30,TRUE
com.floreantpos.ui.views.order.CategoryView$CategoryButton : updateView,30,TRUE
com.floreantpos.model.dao.DataUpdateInfoDAO : getLastUpdateInfo,30,TRUE
com.floreantpos.ui.views.order.MenuItemView : createItemButton,30,TRUE
com.floreantpos.ui.views.order.MenuItemView$ItemButton : updateView,30,TRUE
com.floreantpos.model.base.BaseTicketItem : isStockAmountAdjusted,30,TRUE
com.floreantpos.ui.views.order.CategoryView : createItemButton,30,TRUE
com.floreantpos.main.PosWindow : windowDeactivated,29,TRUE
com.floreantpos.model.base.BaseTicketItem : setTicket,29,TRUE
com.floreantpos.main.PosWindow : windowActivated,29,TRUE
com.floreantpos.model.base.BaseTicketItem : getGroupName,28,TRUE
com.floreantpos.model.base.BaseTicketItem : setPrintedToKitchen,28,TRUE
com.floreantpos.model.base.BaseTicketItem : getItemQuantity,28,TRUE
com.floreantpos.model.base.BaseTicketItem : getItemUnitName,27,TRUE
com.floreantpos.model.dao.BaseMenuItemDAO : getReferenceClass,27,TRUE
com.floreantpos.model.base.BaseTicket : getTableNumbers,27,TRUE
com.floreantpos.ui.TicketListView$TaskLastUpdateCheck : actionPerformed,27,TRUE
com.floreantpos.ui.views.order.RootView : isMaintenanceMode,27,TRUE
com.floreantpos.model.dao.BaseTicketDAO : getReferenceClass,27,TRUE
com.floreantpos.util.PosGuiUtil : isModalDialogShowing,27,TRUE
com.floreantpos.config.AppConfig : getString,27,TRUE
com.floreantpos.model.dao.BaseMenuItemDAO : get,27,TRUE
com.floreantpos.model.dao.TicketDAO : getInstance,27,TRUE
com.floreantpos.model.base.BaseTicketItem : getSeatNumber,26,TRUE
com.floreantpos.model.base.BasePosTransaction : getId,26,TRUE
com.floreantpos.main.PosWindow : setGlassPaneVisible,26,TRUE
com.floreantpos.model.base.BaseMenuItem : isFractionalUnit,26,TRUE
com.floreantpos.model.base.BaseTicket : getGratuity,26,TRUE
com.floreantpos.model.base.BaseTicketItem : setItemCount,26,TRUE
com.floreantpos.model.base.BaseTicketItem : setTaxRate,25,TRUE
com.floreantpos.model.base.BaseTicketItem : setUnitPrice,25,TRUE
com.floreantpos.model.base.BaseTicketItem : setCategoryName,25,TRUE
com.floreantpos.model.base.BaseTicketItem : setFractionalUnit,25,TRUE
com.floreantpos.model.base.BaseTicketItem : setGroupName,25,TRUE
com.floreantpos.model.base.BaseTicketItem : setName,25,TRUE
com.floreantpos.model.base.BaseTicketItem : setStockAmountAdjusted,25,TRUE
com.floreantpos.model.base.BaseTicketItem : setItemId,25,TRUE
com.floreantpos.model.base.BaseTicketItem : setShouldPrintToKitchen,25,TRUE
com.floreantpos.model.base.BaseTicketItem : setBeverage,25,TRUE
com.floreantpos.ui.views.order.OrderView : getTicketView,25,TRUE
com.floreantpos.model.base.BaseTicketItem : setSeatNumber,25,TRUE
com.floreantpos.model.base.BaseTicketItem : setPizzaType,25,TRUE
com.floreantpos.model.base.BaseTicketItem : initialize,25,TRUE
com.floreantpos.model.base.BaseTicketItem : setHasModifiers,25,TRUE
com.floreantpos.model.base.BaseTicketItem : setPrinterGroup,25,TRUE
com.floreantpos.model.base.BaseTicketItem : isBeverage,24,TRUE
com.floreantpos.model.dao.TicketDAO : updateCriteriaFilters,24,TRUE
com.floreantpos.model.base.BaseTicketItem : getPizzaSectionModeType,24,TRUE
com.floreantpos.model.base.BaseTicketItem : getCategoryName,24,TRUE
com.floreantpos.model.base.BaseTicketItem : getTotalAmountWithoutModifiers,24,TRUE
com.floreantpos.model.base.BaseTicketItem : getTotalAmount,24,TRUE
com.floreantpos.model.base.BaseTicketItem : isPizzaType,24,TRUE
com.floreantpos.model.base.BaseTicketItem : getStatus,24,TRUE
com.floreantpos.model.TicketItemCookingInstruction : isPrintedToKitchen,23,TRUE
com.floreantpos.model.base.BaseTicketItem : setId,23,TRUE
com.floreantpos.model.base.BaseUser : getLastName,23,TRUE
com.floreantpos.ui.views.SwitchboardView : getViewName,23,TRUE
com.floreantpos.model.base.BaseTicketItemCookingInstruction : isPrintedToKitchen,23,TRUE
com.floreantpos.ui.views.order.SelectionView : getFitableButtonCount,23,TRUE
com.floreantpos.model.base.BaseTicketItem : setCookingInstructions,22,TRUE
com.floreantpos.swing.PaginatedTableModel : hasNext,22,TRUE
com.floreantpos.model.base.BaseMenuItem : getDiscounts,22,TRUE
com.floreantpos.model.base.BaseMenuItem : isPizzaType,22,TRUE
com.floreantpos.model.base.BaseUser : initialize,22,TRUE
com.floreantpos.model.base.BaseTicket : getTotalAmount,22,TRUE
com.floreantpos.swing.PaginatedTableModel : hasPrevious,22,TRUE
com.floreantpos.ui.TicketListView$1 : columnMarginChanged,22,TRUE
com.floreantpos.model.base.BaseTicketItemCookingInstruction : getDescription,22,TRUE
com.floreantpos.model.base.BaseMenuItem : getTax,22,TRUE
com.floreantpos.ui.dialog.POSDialog : initUI,22,TRUE
com.floreantpos.ui.views.order.SelectionView : reset,22,TRUE
com.floreantpos.model.base.BaseTicketItem : setStatus,21,TRUE
com.floreantpos.model.base.BaseUser : setClockedIn,21,TRUE
com.floreantpos.model.base.BaseUser : setCurrentShift,21,TRUE
com.floreantpos.model.base.BaseTicketItem : setInventoryHandled,21,TRUE
com.floreantpos.swing.ListTableModel : getColumnName,21,TRUE
com.floreantpos.model.base.BaseTicketItem : setDiscounts,21,TRUE
com.floreantpos.model.base.BaseTicketItem : setTreatAsSeat,21,TRUE
com.floreantpos.model.base.BaseTicket : getDueAmount,21,TRUE
com.floreantpos.model.base.BaseTicketItem : setSizeModifier,21,TRUE
com.floreantpos.model.base.BaseTicketItem : setItemUnitName,21,TRUE
com.floreantpos.model.TicketItem : calculatePrice,21,TRUE
com.floreantpos.model.base.BaseUser : setCurrentTerminal,21,TRUE
com.floreantpos.model.base.BaseTicketItem : setTicketItemModifiers,21,TRUE
com.floreantpos.model.TicketItem : calculateDiscount,21,TRUE
com.floreantpos.ui.views.order.TicketView : getTicketViewerTable,21,TRUE
com.floreantpos.model.base.BaseTicketItem : setPizzaSectionModeType,21,TRUE
com.floreantpos.model.base.BaseUser : setLastClockInTime,21,TRUE
com.floreantpos.model.base.BaseTicketItem : setItemQuantity,21,TRUE
com.floreantpos.model.base.BaseTicketItem : setAddOns,21,TRUE
com.floreantpos.model.base.BaseUser : setLastClockOutTime,21,TRUE
com.floreantpos.model.base.BaseMenuItem : getPizzaPriceList,21,TRUE
com.floreantpos.model.base.BaseUser : setAutoId,20,TRUE
com.floreantpos.ui.TicketListView : updateButtonStatus,20,TRUE
com.floreantpos.model.OrderType : name,20,TRUE
com.floreantpos.model.base.BaseUser : setActive,20,TRUE
com.floreantpos.model.base.BaseUser : setPassword,20,TRUE
com.floreantpos.ui.views.order.SelectionView : renderItems,20,TRUE
com.floreantpos.model.base.BaseUser : setAvailableForDelivery,20,TRUE
com.floreantpos.model.base.BaseUser : setLastName,20,TRUE
com.floreantpos.model.base.BaseUser : setCostPerHour,20,TRUE
com.floreantpos.model.base.BaseUser : setUserId,20,TRUE
com.floreantpos.model.base.BaseUser : setType,20,TRUE
com.floreantpos.model.base.BaseUser : setDriver,20,TRUE
com.floreantpos.model.base.BaseUser : setPhoneNo,20,TRUE
com.floreantpos.model.base.BaseUser : setSsn,20,TRUE
com.floreantpos.model.base.BaseUserType : initialize,20,TRUE
com.floreantpos.model.User : canViewAllOpenTickets,20,TRUE
com.floreantpos.model.base.BaseUser : setFirstName,20,TRUE
com.floreantpos.model.PosPrinters : getKitchenPrinters,18,TRUE
com.floreantpos.model.Ticket : getDeliveryCharge,18,TRUE
com.floreantpos.model.dao.BaseMenuItemDAO : getInstance,18,TRUE
com.floreantpos.model.base.BaseTicket : getDeliveryCharge,18,TRUE
com.floreantpos.model.base.BaseTicket : getPaidAmount,18,TRUE
com.floreantpos.model.base.BaseUserType : setId,18,TRUE
com.floreantpos.model.base.BaseMenuCategory : getMenuGroups,18,TRUE
com.floreantpos.model.base.BaseUserType : setPermissions,18,TRUE
com.floreantpos.model.base.BaseMenuItem : getPrice,18,TRUE
com.floreantpos.model.base.BaseKitchenTicket : getId,18,TRUE
com.floreantpos.model.base.BaseMenuItem : getPrinterGroup,18,TRUE
com.floreantpos.model.TicketItem : getNameDisplay,18,TRUE
com.floreantpos.model.base.BaseUserType : setName,18,TRUE
com.floreantpos.ui.views.order.OrderView : handleTicketItemSelection,18,TRUE
com.floreantpos.config.TerminalConfig : getDefaultView,18,TRUE
com.floreantpos.ui.views.order.OrderView : access$000,18,TRUE
com.floreantpos.model.base.BaseMenuItem : getStockAmount,17,TRUE
com.floreantpos.model.base.BaseTicket : getOwner,17,TRUE
com.floreantpos.model.base.BaseMenuGroup : getParent,17,TRUE
com.floreantpos.model.base.BaseTicket : setActiveDate,17,TRUE
com.floreantpos.model.base.BaseTicket : getTransactions,17,TRUE
com.floreantpos.extension.ExtensionManager$1 : compare,17,TRUE
com.floreantpos.main.Application : getApplicationIcon,17,TRUE
com.floreantpos.model.base.BaseShift : initialize,16,TRUE
com.floreantpos.model.base.BaseTicket : setDueAmount,16,TRUE
com.floreantpos.model.User : hasPermission,16,TRUE
com.floreantpos.model.base.BaseCurrency : getSymbol,16,TRUE
com.floreantpos.util.CurrencyUtil : getCurrencySymbol,16,TRUE
com.floreantpos.ui.views.order.RootView : showView,16,TRUE
com.floreantpos.model.base.BaseTicket : getTicketType,16,TRUE
com.floreantpos.model.base.BaseTax : getId,16,TRUE
com.floreantpos.model.User : getFullName,16,TRUE
com.floreantpos.model.UserType : hasPermission,16,TRUE
com.floreantpos.ui.ticket.MultiLineTableCellRenderer : setForeground,16,TRUE
com.floreantpos.model.Ticket : getProperty,16,TRUE
com.floreantpos.ui.ticket.MultiLineTableCellRenderer : getTableCellRendererComponent,16,TRUE
com.floreantpos.ui.ticket.TicketViewerTableModel : calculateRows,15,TRUE
com.floreantpos.model.base.BaseTicket : setServiceCharge,15,TRUE
com.floreantpos.swing.BeanTableModel : getValueAt,15,TRUE
com.floreantpos.model.base.BaseTicket : setTaxAmount,15,TRUE
com.floreantpos.model.base.BaseKitchenTicket : getTicketItems,15,TRUE
com.floreantpos.model.base.BaseTicket : setTotalAmount,15,TRUE
com.floreantpos.swing.BeanTableModel : getColumnClass,15,TRUE
com.floreantpos.ui.TicketListView : access$600,15,TRUE
com.floreantpos.model.TicketItem : getItemQuantityDisplay,15,TRUE
com.floreantpos.model.base.BaseTicket : setDiscountAmount,15,TRUE
com.floreantpos.model.PaymentStatusFilter : valueOf,15,TRUE
com.floreantpos.model.base.BaseTerminal : setCurrentBalance,15,TRUE
com.floreantpos.model.TicketItem : getSubTotalAmountDisplay,15,TRUE
com.floreantpos.model.base.BaseTicket : setSubtotalAmount,15,TRUE
com.floreantpos.model.base.BaseShift : setStartTime,14,TRUE
com.floreantpos.model.base.BaseMenuItem : getBuyPrice,14,TRUE
com.floreantpos.model.MenuItem : getSortOrder,14,TRUE
com.floreantpos.report.AbstractReportDataSource : getColumnCount,14,TRUE
com.floreantpos.model.base.BaseMenuItem : getDefaultSellPortion,14,TRUE
com.floreantpos.model.base.BaseMenuItem : isVisible,14,TRUE
com.floreantpos.model.base.BaseTerminal : setAssignedUser,14,TRUE
com.floreantpos.model.MenuItem : getTranslatedName,14,TRUE
com.floreantpos.model.base.BaseMenuItem : getDiscountRate,14,TRUE
com.floreantpos.model.base.BaseMenuItem : getOrderTypeList,14,TRUE
com.floreantpos.model.base.BaseMenuItem : getTranslatedName,14,TRUE
com.floreantpos.model.base.BaseMenuItem : getTerminals,14,TRUE
com.floreantpos.model.base.BaseShift : setName,14,TRUE
com.floreantpos.model.PaymentStatusFilter : toString,14,TRUE
com.floreantpos.model.base.BaseShift : setId,14,TRUE
com.floreantpos.model.base.BaseMenuItem : isShowImageOnly,14,TRUE
com.floreantpos.model.base.BaseMenuItem : getBarcode,14,TRUE
com.floreantpos.model.base.BaseShift : setShiftLength,14,TRUE
com.floreantpos.model.base.BaseMenuItem : getUnitName,14,TRUE
com.floreantpos.model.base.BaseShift : setEndTime,14,TRUE
com.floreantpos.swing.PaginatedTableModel : getCurrentRowIndex,14,TRUE
com.floreantpos.model.base.BaseMenuItem : getDescription,14,TRUE
